PageID,Platform,PageName,Route,SourceAsset,Stage,Actor,P0,AuthPolicy,SupplyPricePolicy,APIGroup,RequiredUIStates,ResponsiveOrDevice,ImplementationStatus,AcceptanceStatus,RouteTest,Notes
PAGE-049,CONSUMER_MINIPROGRAM,首页,/pages/home/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/01-首页.png,M3,个人用户,"P0-020,P0-086",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-050,CONSUMER_MINIPROGRAM,分类,/pages/category/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/02-分类.png,M3,个人用户,P0-087,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-051,CONSUMER_MINIPROGRAM,搜索,/pages/search/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/03-搜索.png,M3,个人用户,P0-087,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-052,CONSUMER_MINIPROGRAM,搜索结果,/pages/search-results/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/04-搜索结果.png,M3,个人用户,P0-087,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-053,CONSUMER_MINIPROGRAM,商品详情,/pages/product-detail/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/05-商品详情.png,M3,个人用户,"P0-021,P0-088",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-054,CONSUMER_MINIPROGRAM,看他还卖什么,/pages/supplier-products/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/06-看他还卖什么.png,M3,个人用户,"P0-010,P0-089",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-055,CONSUMER_MINIPROGRAM,购物车,/pages/cart/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/07-购物车.png,M3,个人用户,"P0-022,P0-090",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-056,CONSUMER_MINIPROGRAM,确认订单,/pages/checkout/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/08-确认订单.png,M3,个人用户,"P0-091,P0-092",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-057,CONSUMER_MINIPROGRAM,支付结果,/pages/payment-result/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/09-支付结果.png,M3,个人用户,P0-093,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-058,CONSUMER_MINIPROGRAM,订单列表,/pages/orders/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/10-订单列表.png,M3,个人用户,P0-094,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-059,CONSUMER_MINIPROGRAM,订单详情,/pages/order-detail/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/11-订单详情.png,M3,个人用户,"P0-094,P0-095",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-060,CONSUMER_MINIPROGRAM,售后申请,/pages/aftersale-apply/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/12-售后申请.png,M3,个人用户,P0-096,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-061,CONSUMER_MINIPROGRAM,售后详情,/pages/aftersale-detail/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/13-售后详情.png,M3,个人用户,P0-096,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-062,CONSUMER_MINIPROGRAM,福利卡首页,/pages/welfare-card/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/14-福利卡首页.png,M3,个人用户,"P0-052,P0-053,P0-097",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-063,CONSUMER_MINIPROGRAM,福利卡详情,/pages/welfare-card-detail/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/15-福利卡详情.png,M3,个人用户,"P0-053,P0-059,P0-097",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-064,CONSUMER_MINIPROGRAM,福利卡绑定,/pages/welfare-card-bind/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/16-福利卡绑定.png,M3,个人用户,"P0-052,P0-097",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-065,CONSUMER_MINIPROGRAM,个人中心,/pages/profile/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/17-个人中心.png,M3,个人用户,"P0-085,P0-097",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-066,CONSUMER_MINIPROGRAM,地址管理,/pages/addresses/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/18-地址管理.png,M3,个人用户,P0-085,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-067,CONSUMER_MINIPROGRAM,发票资料,/pages/invoices/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/19-发票资料.png,M3,个人用户,P0-085,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-068,CONSUMER_MINIPROGRAM,消息中心,/pages/messages/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/20-消息中心.png,M3,个人用户,"P0-094,P0-097",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-069,CONSUMER_MINIPROGRAM,客服中心,/pages/customer-service/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/21-客服中心.png,M3,个人用户,P0-096,PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-070,CONSUMER_MINIPROGRAM,设置与安全,/pages/settings/index,福礼社UI设计资产/美团式用户小程序方案/全部22页/22-设置与安全.png,M3,个人用户,"P0-085,P0-098",PUBLIC_OR_ON_DEMAND,NEVER_RETURN,consumer,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-071,RUNNER_MINIPROGRAM,登录,/pages/login/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/01-登录.png,M4,跑腿员,P0-101,REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-072,RUNNER_MINIPROGRAM,注册申请,/pages/register/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/02-注册申请.png,M4,跑腿员,"P0-100,P0-101",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-073,RUNNER_MINIPROGRAM,审核进度,/pages/review-progress/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/03-审核进度.png,M4,跑腿员,"P0-100,P0-101",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-074,RUNNER_MINIPROGRAM,配送首页,/pages/home/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/04-配送首页.png,M4,跑腿员,"P0-101,P0-112",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-075,RUNNER_MINIPROGRAM,抢单大厅,/pages/task-hall/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/05-抢单大厅.png,M4,跑腿员,"P0-103,P0-104,P0-105",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-076,RUNNER_MINIPROGRAM,我的任务,/pages/my-tasks/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/06-我的任务.png,M4,跑腿员,"P0-106,P0-110",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-077,RUNNER_MINIPROGRAM,任务详情,/pages/task-detail/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/07-任务详情.png,M4,跑腿员,"P0-106,P0-107,P0-108,P0-111",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-078,RUNNER_MINIPROGRAM,异常上报,/pages/exception-report/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/08-异常上报.png,M4,跑腿员,P0-109,REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-079,RUNNER_MINIPROGRAM,任务记录,/pages/task-history/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/09-任务记录.png,M4,跑腿员,P0-113,REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
PAGE-080,RUNNER_MINIPROGRAM,我的,/pages/profile/index,福礼社UI设计资产/蓝绿供应链暖红福利统一版/跑腿配送小程序/10-我的.png,M4,跑腿员,"P0-112,P0-113,P0-114",REQUIRED_FIXED_FUNCTIONAL_SESSION,NEVER_RETURN,runner,"loading,empty,error,permission-denied,offline-or-timeout,success；交易页增加duplicate/unknown-result",微信小程序真机,REFERENCE_ASSET_ONLY,NOT_EXECUTED,TO_BE_CREATED,视觉基线不覆盖业务、权限和状态机
